NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	NUM	TEXT
315	十字井单人	490036	1	1	1900	1901	1900	1901	0	1	-1	-1	-1	-1	4|1	-1	-1	1901	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
316	十字井多人	490036	1	1	930	931	930	931	0	0	-1	-1	-1	-1	4|1	61	大批的冥王死士突然出现在后花园，各位玩家速速组队（3人以上） 前往后花园消灭他们！	931	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
317	十字井多人	490036	1	1	1230	1231	1230	1231	0	0	-1	-1	-1	-1	4|1	61	大批的冥王死士突然出现在后花园，各位玩家速速组队（3人以上） 前往后花园消灭他们！	1231	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
318	十字井多人	490036	1	1	1530	1531	1530	1531	0	0	-1	-1	-1	-1	4|1	61	大批的冥王死士突然出现在后花园，各位玩家速速组队（3人以上） 前往后花园消灭他们！	1531	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
319	十字井多人	490036	1	1	2230	2231	2230	2231	0	0	-1	-1	-1	-1	4|1	61	大批的冥王死士突然出现在后花园，各位玩家速速组队（3人以上） 前往后花园消灭他们！	2231	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
320	大对决	320016	0	2	61430	61431	61430	61431	0	1	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	-2	44	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
321	皇帝战（脚本中配置了id314）	-1	0	2	61931	61959	-1	-1	0	0	-1	-1	-1	-1	5|1	600	皇帝战将于20：00在沙城举行，请大家做好准备。	61959	-1		-1	-1		-1	-1		-1	-1		-1	-2	44	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
322	仲夏嘉年华	-1	1	1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	5|1	-1		-1	-1		-1	-1		-1	-1		-1	-1		-1	-1	0	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
323	仲夏嘉年华	-1	1	1	-1	-1	-1	-1	0	1	-1	-1	-1	-1	5|1	-1		-1	-1		-1	-1		-1	-1		-1	-1		-1	-1	0	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
324	扬威号	-1	0	2	-1	-1	-1	-1	0	0	-1	-1	-1	-1	5	-1		-1	-1		-1	-1		-1	-1		-1	-1		-1	-2	0	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
325	那达慕赛马大会提示	-1	1	1	1920	1929	-1	-1	0	0	-1	-1	-1	-1	4|1	180	那达慕赛马大会即将在19：30召开，请各位玩家前往大都东做好准备	1931	-1		-1	-1		-1	-1		-1	-1		-1	-2	-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
326	那达慕赛马大会开始	430601	1	1	1930	2000	1930	1931	0	0	-1	-1	-1	-1	1|5	300	那达慕赛马大会开始，请各位玩家点击赛马提示前往大都东参加赛马大赛	1931	-1		-1	-1		-1	-1		-1	-1		-1	-2	-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
327	跨服后花园boss	-1	1	1	1230	1231	1230	1240	0	0	-1	-1	-1	-1	4|1	-1		1231	-1		-1	-1		-1	-1		-1	-1		-1	-2	-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	2	
328	跨服后花园boss	-1	1	1	1600	1601	1600	1610	0	0	-1	-1	-1	-1	4|1	-1		1601	-1		-1	-1		-1	-1		-1	-1		-1	-2	-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	2	
329	跨服后花园boss	-1	1	1	2200	2201	2200	2210	0	0	-1	-1	-1	-1	4|1	-1		2201	-1		-1	-1		-1	-1		-1	-1		-1	-2	-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	2	
330	家园boss定时刷怪	-1	1	1	2200	2201	-1	-1	0	0	-1	-1	-1	-1	4|1	61	一批境外恶徒乘虚而入，在王城中肆意掠夺，部分人的庄园受到了入侵！	2201	-1		-1	-1		-1	-1		-1	-1		-1	-2	-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
331	神秘天狼国战士	-1	1	1	1050	1101	1050	1101	0	0	-1	-1	-1	-1	4|1	61	一批天狼国战士乘虚而入，领地凤翔府、阿尔金山、撒马尔罕、莫斯科公国、匈牙利王国及大马士革遭到破坏请求支持！	1101	-1		-1	-1		-1	-1		-1	-1		-1	-2	-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	2	
332	神秘天狼国战士	302529	1	1	1100	1101	1100	1101	0	0	-1	-1	-1	-1	4|1	61	一批天狼国战士乘虚而入，领地凤翔府、阿尔金山、撒马尔罕、莫斯科公国、匈牙利王国及大马士革遭到破坏请求支持！	1101	-1		-1	-1		-1	-1		-1	-1		-1	-2	-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	2	
333	神秘天狼国战士	-1	1	1	1550	1601	1550	1601	0	0	-1	-1	-1	-1	4|1	61	一批天狼国战士乘虚而入，领地凤翔府、阿尔金山、撒马尔罕、莫斯科公国、匈牙利王国及大马士革遭到破坏请求支持！	1601	-1		-1	-1		-1	-1		-1	-1		-1	-2	-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	2	
334	神秘天狼国战士	302529	1	1	1600	1601	1600	1601	0	0	-1	-1	-1	-1	4|1	61	一批天狼国战士乘虚而入，领地凤翔府、阿尔金山、撒马尔罕、莫斯科公国、匈牙利王国及大马士革遭到破坏请求支持！	1601	-1		-1	-1		-1	-1		-1	-1		-1	-2	-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	2	
335	十八魔君	310000	1	1	1000	0	1000	0	0	0	-1	-1	-1	-1	4|1	61	曾经被成吉思汗征服的十八个统治者一直心有不甘，百年之后依然阴魂不散，不时地勾结在一起入侵，这次他们的身影又出现了！	1001	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
336	十八魔君	-1	1	1	1000	1001	-1	-1	0	0	-1	-1	-1	-1	5	61	十八魔君出现了	1001	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
337	十八魔君消失	-1	1	1	1059	1	1059	1	0	0	-1	-1	-1	-1	4|1	61		1	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
338	十八魔君	310000	1	1	1400	0	1400	0	0	0	-1	-1	-1	-1	4|1	61	曾经被成吉思汗征服的十八个统治者一直心有不甘，百年之后依然阴魂不散，不时地勾结在一起入侵，这次他们的身影又出现了！	1401	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
339	十八魔君	-1	1	1	1400	1401	-1	-1	0	0	-1	-1	-1	-1	5	61	十八魔君出现了	1401	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
340	十八魔君消失	-1	1	1	1459	1	1459	1	0	0	-1	-1	-1	-1	4|1	61		1	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
341	十八魔君	310000	1	1	2100	0	2300	0	0	0	-1	-1	-1	-1	4|1	61	曾经被成吉思汗征服的十八个统治者一直心有不甘，百年之后依然阴魂不散，不时地勾结在一起入侵，这次他们的身影又出现了！	2101	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
342	十八魔君	-1	1	1	2100	2101	-1	-1	0	0	-1	-1	-1	-1	5	61	十八魔君出现了	2101	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
343	十八魔君消失	-1	1	1	2159	1	0	1	0	0	-1	-1	-1	-1	4|1	61		1	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
344	十八魔君	310000	1	1	2200	0	2200	0	0	0	-1	-1	-1	-1	4|1	61	曾经被成吉思汗征服的十八个统治者一直心有不甘，百年之后依然阴魂不散，不时地勾结在一起入侵，这次他们的身影又出现了！	2201	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
345	十八魔君	-1	1	1	2200	2201	-1	-1	0	0	-1	-1	-1	-1	5	61	十八魔君出现了	2201	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
346	十八魔君消失	-1	1	1	2259	1	0	1	0	0	-1	-1	-1	-1	4|1	61		1	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
347	蓬莱岛BOSS	588017	1	1	1000	1001	1000	1001	0	0	-1	-1	-1	-1	4|1	61	#kN#G蓬莱岛6个BOSS海都大王·狂魔刷新了！！！#o坐标（115,195）,坐标（197,168）,坐标（148,64）,#S坐标（210,110）,坐标（213,49）,坐标（199,206）,#G刷新时间8:00-23:00#B之间整点刷！	1001	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
348	蓬莱岛BOSS	588017	1	1	1300	1301	1300	1301	0	0	-1	-1	-1	-1	4|1	61	#kN#G蓬莱岛6个BOSS海都大王·狂魔刷新了！！！#o坐标（115,195）,坐标（197,168）,坐标（148,64）,#S坐标（210,110）,坐标（213,49）,坐标（199,206）,#G刷新时间8:00-23:00#B之间整点刷！	1301	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
349	蓬莱岛BOSS	588017	1	1	1600	1601	1600	1601	0	0	-1	-1	-1	-1	4|1	61	#kN#G蓬莱岛6个BOSS海都大王·狂魔刷新了！！！#o坐标（115,195）,坐标（197,168）,坐标（148,64）,#S坐标（210,110）,坐标（213,49）,坐标（199,206）,#G刷新时间8:00-23:00#B之间整点刷！	1601	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
350	蓬莱岛BOSS	588017	1	1	1700	1701	1700	1701	0	0	-1	-1	-1	-1	4|1	61	#kN#G蓬莱岛6个BOSS海都大王·狂魔刷新了！！！#o坐标（115,195）,坐标（197,168）,坐标（148,64）,#S坐标（210,110）,坐标（213,49）,坐标（199,206）,#G刷新时间8:00-23:00#B之间整点刷！	1701	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
351	蓬莱岛BOSS	588017	1	1	2000	2001	2000	2001	0	0	-1	-1	-1	-1	4|1	61	#kN#G蓬莱岛6个BOSS海都大王·狂魔刷新了！！！#o坐标（115,195）,坐标（197,168）,坐标（148,64）,#S坐标（210,110）,坐标（213,49）,坐标（199,206）,#G刷新时间8:00-23:00#B之间整点刷！	2001	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
352	蓬莱岛BOSS	588017	1	1	2100	2101	2100	2101	0	0	-1	-1	-1	-1	4|1	61	#kN#G蓬莱岛6个BOSS海都大王·狂魔刷新了！！！#o坐标（115,195）,坐标（197,168）,坐标（148,64）,#S坐标（210,110）,坐标（213,49）,坐标（199,206）,#G刷新时间8:00-23:00#B之间整点刷！	2101	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
353	蓬莱岛BOSS	588017	1	1	2200	2201	2200	2201	0	0	-1	-1	-1	-1	4|1	61	#kN#G蓬莱岛6个BOSS海都大王·狂魔刷新了！！！#o坐标（115,195）,坐标（197,168）,坐标（148,64）,#S坐标（210,110）,坐标（213,49）,坐标（199,206）,#G刷新时间8:00-23:00#B之间整点刷！	2201	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
354	蓬莱岛BOSS	588017	1	1	2300	2301	2300	2301	0	0	-1	-1	-1	-1	4|1	61	#kN#G蓬莱岛6个BOSS海都大王·狂魔刷新了！！！#o坐标（115,195）,坐标（197,168）,坐标（148,64）,#S坐标（210,110）,坐标（213,49）,坐标（199,206）,#G刷新时间8:00-23:00#B之间整点刷！	2301	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
355	深渊地牢关闭公告	310966	1	1	2345	2346	2345	0	0	0	-1	-1	-1	-1	4|5	61	深渊地牢即将关闭	2346	-1		-1	-1		-1	-1		-1	-1		-1	0	99	436|1	437|2	438|3	439|4	440|5	441|6	442|7	443|8	444|9	445|10	1	0	
356	深渊地牢关闭公告	310966	1	1	-1	-1	0	15	0	0	-1	-1	-1	-1	4|5	61	深渊地牢即将关闭	15	-1		-1	-1		-1	-1		-1	-1		-1	0	99	436|1	437|2	438|3	439|4	440|5	441|6	442|7	443|8	444|9	445|10	1	0	
357	深渊地牢开启	-1	1	1	13	14	13	14	0	0	-1	-1	-1	-1	4|5	61	深渊地牢即将开放	14	-1		-1	-1		-1	-1		-1	-1		-1	0	99	436|1	437|2	438|3	439|4	440|5	441|6	442|7	443|8	444|9	445|10	1	0	
358	深渊地牢开启	-1	1	1	14	15	14	15	0	0	-1	-1	-1	-1	4|5	61	深渊地牢即将开放	15	-1		-1	-1		-1	-1		-1	-1		-1	0	99	436|1	437|2	438|3	439|4	440|5	441|6	442|7	443|8	444|9	445|10	1	0	
359	大乱斗现金BOSS	589007	1	1	2100	2101	2100	2101	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o现金BOSS#G刷新了	2101	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
360	大乱斗现金BOSS	589007	1	1	2200	2201	2200	2201	0	0	-1	-1	-1	-1	5|1	61	#kN#G大乱斗#o现金BOSS#G刷新了	2201	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
361	随机boss	589008	1	1	600	601	600	601	0	0	-1	-1	-1	-1	5|1	61	#kN#G随机#oboss#G刷新了	601	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
362	随机boss	589008	1	1	700	701	700	701	0	0	-1	-1	-1	-1	5|1	61	#kN#G随机#oboss#G刷新了	701	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
363	随机boss	589008	1	1	800	801	800	801	0	0	-1	-1	-1	-1	5|1	61	#kN#G随机#oboss#G刷新了	801	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
364	随机boss	589008	1	1	900	901	900	901	0	0	-1	-1	-1	-1	5|1	61	#kN#G随机#oboss#G刷新了	901	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
365	随机boss	589008	1	1	1000	1001	1000	1001	0	0	-1	-1	-1	-1	5|1	61	#kN#G随机#oboss#G刷新了	1001	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
366	随机boss	589008	1	1	1100	1101	1100	1101	0	0	-1	-1	-1	-1	5|1	61	#kN#G随机#oboss#G刷新了	1101	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
367	随机boss	589008	1	1	1200	1201	1200	1201	0	0	-1	-1	-1	-1	5|1	61	#kN#G随机#oboss#G刷新了	1201	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
368	随机boss	589008	1	1	1300	1301	1300	1301	0	0	-1	-1	-1	-1	5|1	61	#kN#G随机#oboss#G刷新了	1301	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
369	随机boss	589008	1	1	1400	1401	1400	1401	0	0	-1	-1	-1	-1	5|1	61	#kN#G随机#oboss#G刷新了	1401	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
370	随机boss	589008	1	1	1500	1501	1500	1501	0	0	-1	-1	-1	-1	5|1	61	#kN#G随机#oboss#G刷新了	1501	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
371	随机boss	589008	1	1	1600	1601	1600	1601	0	0	-1	-1	-1	-1	5|1	61	#kN#G随机#oboss#G刷新了	1601	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
372	随机boss	589008	1	1	1700	1701	1700	1701	0	0	-1	-1	-1	-1	5|1	61	#kN#G随机#oboss#G刷新了	1701	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
373	随机boss	589008	1	1	1800	1801	1800	1801	0	0	-1	-1	-1	-1	5|1	61	#kN#G随机#oboss#G刷新了	1801	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
374	随机boss	589008	1	1	1900	1901	1900	1901	0	0	-1	-1	-1	-1	5|1	61	#kN#G随机#oboss#G刷新了	1901	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
375	随机boss	589008	1	1	2000	2001	2000	2001	0	0	-1	-1	-1	-1	5|1	61	#kN#G随机#oboss#G刷新了	2001	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
376	随机boss	589008	1	1	2100	2101	2100	2101	0	0	-1	-1	-1	-1	5|1	61	#kN#G随机#oboss#G刷新了	2101	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
377	随机boss	589008	1	1	2200	2201	2200	2201	0	0	-1	-1	-1	-1	5|1	61	#kN#G随机#oboss#G刷新了	2201	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
378	随机boss	589008	1	1	2300	2301	2300	2301	0	0	-1	-1	-1	-1	5|1	61	#kN#G随机#oboss#G刷新了	2301	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
379	随机boss	589008	1	1	0	1	0	1	0	0	-1	-1	-1	-1	5|1	61	#kN#G随机#oboss#G刷新了	1	-1		-1	-1		-1	-1		-1	-1		-1	-2	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
