NUM	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT		
277	100000000	3	11020502	100000000	3	11030502	100000000	1	12052061|12052081|12052441|12052431	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
278	100000000	3	11020502	100000000	3	11030502	100000000	1	12052061|12052081|12052441|12052431	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
279	100000000	3	11020502	100000000	3	11030502	100000000	1	12052061|12052081|12052441|12052431	1000000	1	10294004|10294014|10294024|10294034|10294044|10294054|10284004|10284014|10284024|10284034|10284044|10284054	3000000	1	10310000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
280	100000000	6	11000203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
281	100000000	3	11020502	100000000	3	11030502	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
282	100000000	6	11000203	100000000	3	11020502	100000000	3	11030502	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
283	100000000	6	11000203	100000000	3	11020502	100000000	3	11030502	1000000	1	10294004|10294014|10294024|10294034|10294044|10294054|10284004|10284014|10284024|10284034|10284044|10284054	3000000	1	10310000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
284	2000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
285	100000000	6	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
286	100000000	3	11020502	100000000	3	11030502	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
287	100000000	6	11000202	100000000	3	11020502	100000000	3	11030502	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
288	100000000	6	11000202	100000000	3	11020502	100000000	3	11030502	1000000	1	10294004|10294014|10294024|10294034|10294044|10294054|10284004|10284014|10284024|10284034|10284044|10284054	3000000	1	10310000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#	梦聊五彩石掉落																															
308	100000000	2	11000598	100000000	6	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#	天变boss																															
309	100000000	12	11000501	100000000	3	12240002	100000000	2	12030258	100000000	6	11030502	100000000	6	11030406	100000000	6	11020502	100000000	5	11000304|11000317|11000306|11000309	100000000	3	11970023	100000000	2	12030896	-1	-1	-1		
310	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
311	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
312	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#	黄河坞隐藏玩法掉落																															
314	100000000	1	12052251	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
315	100000000	1	12052252	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
316	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
317	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
318	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
319	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#新手村鼠王																																
320	100000000	1	10010010|10020010|10030010|10040010|10050010|10060010	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#公公专用BOSS掉落																																
321	100000000	3	11000202	100000000	8	11020501	100000000	8	11030501	100000000	1	19010002	7140000	1	10284002|10284012|10284022|10284032|10284042|10284052|10288019|10288023|10288027|10288031|10288035|10288039	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
322	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
323	100000000	3	11000202	100000000	8	11020502	100000000	8	11030502	100000000	3	12054300	3130000	1	10284003|10284013|10284023|10284033|10284043|10284053|10288020|10288024|10288028|10288032|10288036|10288040	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
324	100000000	1	11000201	1000000	1	11000300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
325	100000000	1	11000202	1000000	1	11000300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
326	100000000	1	11000202	1000000	1	11000300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
327	100000000	8	11000203	100000000	8	11020502	100000000	8	11030502	100000000	3	12054300	31300000	1	10284003|10284013|10284023|10284033|10284043|10284053|10288020|10288024|10288028|10288032|10288036|10288040	100000000	1	11000300	100000000	6	11000902	100000000	6	11970021	100000000	1	10300142	-1	-1	-1		
328	100000000	6	11000203	100000000	8	11020502	100000000	8	11030406	100000000	3	12240002	100000000	3	11010121	100000000	1	11000133|19010003	12500000	1	11000902	3130000	1	10284004|10284014|10284024|10284034|10284044|10284054|10288021|10288025|10288029|10288033|10288037|10288041	100000000	1	11000551	-1	-1	-1		
329	100000000	6	11000203	100000000	8	11030502	100000000	8	11030406	100000000	1	11000503	100000000	3	12240002	100000000	3	11000544	100000000	1	11000545|11000546	12500000	1	11000903	3130000	1	10284004|10284014|10284024|10284034|10284044|10284054|10288021|10288025|10288029|10288033|10288037|10288041	100000000	1	11000551		
330	100000000	12	11050005	100000000	8	11030502	100000000	8	11020502	100000000	8	11030406	100000000	3	12240002	100000000	6	12041098|12041099	12500000	1	11000904	3130000	1	10288100|10288101|10288102|10288103|10288104|10288105|10288106|10288107|10288108|10288109|10288110|10288111	100000000	3	11000544	100000000	1	11000551		
331	100000000	6	11000201	100000000	8	11020501	100000000	1	12054300	50000000	1	10284001|10284011|10284021|10284031|10284041|10284051|10288018|10288022|10288026|10288030|10288034|10288038	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
332	100000000	3	11000202	100000000	8	11020502	100000000	2	12054300	25000000	1	10284002|10284012|10284022|10284032|10284042|10284052|10288019|10288023|10288027|10288031|10288035|10288039	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
333	100000000	3	11000202	100000000	8	11020502	100000000	3	12054300	10000000	1	10284003|10284013|10284023|10284033|10284043|10284053|10288020|10288024|10288028|10288032|10288036|10288040	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
334	100000000	20	11960005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
335	100000000	3	11000202	100000000	8	11020502	100000000	8	11030502	100000000	1	11000300	10000000	1	10284003|10284013|10284023|10284033|10284043|10284053|10288020|10288024|10288028|10288032|10288036|10288040	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
336	100000000	3	11000202	100000000	8	11020501	100000000	8	11030501	100000000	2	11970021	7140000	1	10284002|10284012|10284022|10284032|10284042|10284052|10288019|10288023|10288027|10288031|10288035|10288039	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#妖邪地宫马技能书																																
337	16666666	1	12052081	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#	18魔君掉落平衡残页																															
338	100000000	6	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
# 	抢滩登陆任务 地宫狂魔
339	100000	1	11000300	100000000	1	11000203	100000000	3	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
# 	虎魄星君																															
340	100000000	6	11000550	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#宝箱boss																																
341	100000000	10	11960003	100000000	1	10200030|10230030|10250030|10260030|10270030|10280030|10290030	100000000	5	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
342	100000000	10	11960004	100000000	1	10200040|10230040|10250040|10260040|10270040|10280040|10290040	100000000	5	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
343	100000000	10	11960005	100000000	1	10200050|10230050|10250050|10260050|10270050|10280050|10290050	100000000	5	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
344	100000000	10	11960006	100000000	1	10200060|10230060|10250060|10260060|10270060|10280060|10290060	100000000	5	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
345	100000000	10	11960007	100000000	1	10200070|10230070|10250070|10260070|10270070|10280070|10290070	100000000	5	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
346	100000000	6	11970021	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#国战npc																																
347	100000000	20	11050001	100000000	20	11000201	100000000	3	11970021	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
348	100000000	20	11050002	100000000	20	11000202	100000000	4	11970021	100000000	1	11000300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
349	100000000	20	11050003	100000000	20	11000202	100000000	12	11970021	100000000	2	11000300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
350	100000000	10	11960007	100000000	1	10200070|10230070|10250070|10260070|10270070|10280070|10290070	100000000	5	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
351	100000000	10	11960007	100000000	1	10200080|10230080|10250080|10260080|10270080|10280080|10290080	100000000	5	11000202	5000000	1	12030116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
352	100000000	10	11960007	100000000	1	10200080|10230080|10250080|10260080|10270080|10280080|10290080	100000000	5	11000202	5000000	1	12030116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
353	100000000	1	12270022	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
354	100000000	1	12270021	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
355	100000000	1	12270019	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#皇帝战																																
356	100000000	20	11050003	100000000	20	11000202	100000000	12	11970021	100000000	2	11000300	100000000	2	12266902	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
357	100000000	20	11050003	100000000	20	11000202	100000000	12	11970021	100000000	2	11000300	100000000	1	10310033	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
358	100000000	20	11050003	100000000	20	11000202	100000000	12	11970021	100000000	2	11000300	100000000	1	11000906	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#场景BOSS掉落																																
360	100000000	12	11000200	100000000	12	11050001	100000000	3	11960011	100000000	2	12031004|12031002|12031003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
361	100000000	5	12030204	100000000	6	11000200	100000000	6	11050001	100000000	3	11960011	100000000	2	11960010	100000000	2	12041101	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
362	100000000	7	12030204	100000000	6	11050001	100000000	6	11000201	100000000	4	11960011	100000000	3	12030252	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
363	100000000	7	12030204	100000000	12	11000201	100000000	4	11960011	100000000	3	12030252	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
364	100000000	5	11030501	100000000	5	11020501	100000000	5	11030405	100000000	3	12030253	100000000	6	11990015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
365	100000000	12	11000201	100000000	12	11050002	100000000	5	11960011	100000000	3	12030253	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
366	100000000	6	11030501	100000000	6	11020501	100000000	6	11030405	100000000	3	12030013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
367	100000000	8	12030204	100000000	12	11000202	100000000	6	11960011	100000000	3	12030013	100000000	6	11990015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
368	100000000	8	12030204	100000000	6	11050003	100000000	6	11000202	100000000	6	11960011	100000000	3	12030254	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
369	100000000	7	11030501	100000000	7	11020501	100000000	7	11030405	100000000	1	12054300	100000000	6	11990015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
370	100000000	8	12030204	100000000	12	11000202	100000000	7	11960011	100000000	1	11000501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
371	100000000	8	12030204	100000000	6	11050003	100000000	6	11000202	100000000	7	11960011	100000000	4	12030255	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
372	100000000	8	11030501	100000000	8	11020501	100000000	8	11030405	100000000	4	12030255	100000000	6	11990015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
373	100000000	9	12030204	100000000	12	11000203	100000000	8	11960011	100000000	3	12030013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
374	100000000	9	12030204	100000000	6	11050004	100000000	6	11000203	100000000	8	11960011	100000000	4	12030256	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
375	100000000	8	11030501	100000000	8	11020501	100000000	8	11030405	100000000	1	12054300	100000000	6	11990015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
376	100000000	10	12030204	100000000	12	11000203	100000000	9	11960011	100000000	1	11000501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
377	100000000	10	12030204	100000000	6	11050004	100000000	6	11000203	100000000	9	11960011	100000000	4	12030257	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
378	100000000	9	11030501	100000000	9	11020501	100000000	9	11030405	100000000	4	12030259	100000000	6	11990015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
379	100000000	10	12030204	100000000	12	11000203	100000000	10	11960011	100000000	3	12030013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
380	100000000	10	12030204	100000000	6	11050005	100000000	6	11000203	100000000	10	11960011	100000000	3	12030258	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
381	100000000	9	11030501	100000000	9	11020501	100000000	9	11030405	100000000	1	12054300	100000000	6	11990015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
382	100000000	11	12030204	100000000	12	11000203	100000000	11	11960011	100000000	1	11000501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
383	100000000	11	12030204	100000000	6	11050005	100000000	6	11000203	100000000	11	11960011	100000000	4	12030258	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
384	100000000	10	11030501	100000000	10	11020501	100000000	10	11030405	100000000	4	12030258	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
385	100000000	10	12030204	100000000	12	11000203	100000000	10	11960011	100000000	3	12030013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
386	100000000	10	12030204	100000000	6	11050005	100000000	6	11000203	100000000	10	11960011	100000000	3	12030258	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
387	100000000	9	11030501	100000000	9	11020501	100000000	9	11030405	100000000	1	12054300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
388	100000000	11	12030204	100000000	12	11000203	100000000	11	11960011	100000000	1	11000501	100000000	6	11990015	100000000	4	12030259	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
389	100000000	11	12030204	100000000	6	11050005	100000000	6	11000203	100000000	11	11960011	100000000	4	12030258	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
390	100000000	10	11030501	100000000	10	11020501	100000000	10	11030405	100000000	4	12030258	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
391	50000000	2	12266905	50000000	2	12266834	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
392	50000000	2	12266904	10000000	1	11000906	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
393	10000000	1	11000906	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#	场景boss随机产出																															
399	7000000	1	12054300	30000000	1	12031007|12031008|12031009|12031010|12031011|12031012|12031013|12031014|12031015|12031016|12031017|12031018|12031019|12031020	7000000	1	12030255	14000000	1	12030022|12030023|12030024|12030025	7000000	1	11000501	7000000	1	11000902	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
400	7000000	1	12054300	30000000	1	12031007|12031008|12031009|12031010|12031011|12031012|12031013|12031014|12031015|12031016|12031017|12031018|12031019|12031020	7000000	1	12030253	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
401	7000000	1	12054300	30000000	1	12031007|12031008|12031009|12031010|12031011|12031012|12031013|12031014|12031015|12031016|12031017|12031018|12031019|12031020	7000000	1	12030254	14000000	1	12030022|12030023|12030024|12030025	7000000	1	11000501	7000000	1	11000902	10000000	1	11030620	-1	-1	-1	-1	-1	-1	-1	-1	-1		
402	7000000	1	12054300	30000000	1	12031007|12031008|12031009|12031010|12031011|12031012|12031013|12031014|12031015|12031016|12031017|12031018|12031019|12031020	7000000	1	12030255	14000000	1	12030022|12030023|12030024|12030025	7000000	1	11000501	7000000	1	11000902	10000000	1	11030620	-1	-1	-1	-1	-1	-1	-1	-1	-1		
403	7000000	1	12054300	30000000	1	12031007|12031008|12031009|12031010|12031011|12031012|12031013|12031014|12031015|12031016|12031017|12031018|12031019|12031020	7000000	1	12030256	14000000	1	12030022|12030023|12030024|12030025	7000000	1	11000501	7000000	1	11000902	10000000	1	11030620	50000000	1	11010100|11010101|11010102	50000000	1	11000550	-1	-1	-1		
404	7000000	1	12054300	30000000	1	12031007|12031008|12031009|12031010|12031011|12031012|12031013|12031014|12031015|12031016|12031017|12031018|12031019|12031020	7000000	1	12030257	14000000	1	12030022|12030023|12030024|12030025	7000000	1	11000501	7000000	1	11000902	10000000	1	11030620	50000000	1	11010100|11010101|11010102	50000000	1	11000550	-1	-1	-1		
405	7000000	1	12054300	30000000	1	12031007|12031008|12031009|12031010|12031011|12031012|12031013|12031014|12031015|12031016|12031017|12031018|12031019|12031020	7000000	0	12030258	14000000	1	12030022|12030023|12030024|12030025	7000000	1	11000501	7000000	1	11000902	10000000	1	11030620	50000000	1	11010100|11010101|11010102	50000000	1	11000550	-1	-1	-1		
406	7000000	1	12054300	30000000	1	12031007|12031008|12031009|12031010|12031011|12031012|12031013|12031014|12031015|12031016|12031017|12031018|12031019|12031020	7000000	0	12030258	14000000	1	12030022|12030023|12030024|12030025	7000000	1	11000501	7000000	1	11000902	10000000	1	11030620	50000000	1	11010100|11010101|11010102	50000000	1	11000550	-1	-1	-1		
407	100000000	2	12267051	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
408	100000000	5	11000550	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
409	100000000	10	12035017	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#	40级以下精英怪																															
410	100000000	3	11000200|11050001	100000000	6	11020001|11020002|11030001|11030401	1000000	1	11990110|12041108|12240002|11000501|12054300|12041103	3000000	1	11000302	10000000	1	11000810	100000000	5	11000551	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	40-60级精英怪																															
411	100000000	3	11000201|11050002	100000000	6	11020001|11020002|11030001|11030401	1000000	1	11990110|12041108|12240002|11000501|12054300|12041103	3000000	1	11000302	10000000	1	11000810	100000000	5	11000551	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	60-80级精英怪																															
412	100000000	3	11000202|11050003	100000000	6	11020001|11020002|11030001|11030401	1000000	1	11990110|12041108|12240002|11000501|12054300|12041103	2232	1	10310000	1000000	1	12052022|12052023|12052032|12052033|12052042|12052043|12052012|12052013|12052052|12052053	10000000	1	11000810	75000000	1	12030143	100000000	5	11000551	-1	-1	-1
413	100000000	3	11000202|11050003	100000000	6	11020001|11020002|11030001|11030401	1000000	1	11990110|12041108|12240002|11000501|12054300|12041103	2232	1	10310000	1000000	1	12052172|12052173|12052402|12052403|12052412|12052413|12052422|12052423|12052452|12052453|12052462|12052463|12052072|12052073|12052062|12052063|12052082|12052083|12052432|12052433|12052442|12052443	10000000	1	11000810	75000000	1	12030143	100000000	5	11000551	-1	-1	-1
#	80-100精级英怪																															
414	100000000	3	11000203|11050004	100000000	6	11020001|11020002|11030001|11030401	1000000	1	11990110|12041108|12240002|11000501|12054300|12041103	2232	1	10310000	1000000	1	12052022|12052023|12052032|12052033|12052042|12052043|12052012|12052013|12052052|12052053	10000000	1	11000810	100000000	5	11000551	-1	-1	-1	-1	-1	-1
415	100000000	3	11000203|11050004	100000000	6	11020001|11020002|11030001|11030401	1000000	1	11990110|12041108|12240002|11000501|12054300|12041103	2232	1	10310000	1000000	1	12052172|12052173|12052402|12052403|12052412|12052413|12052422|12052423|12052452|12052453|12052462|12052463|12052072|12052073|12052062|12052063|12052082|12052083|12052432|12052433|12052442|12052443	10000000	1	11000810	100000000	5	11000551	-1	-1	-1	-1	-1	-1
#	100以上精英怪																															
416	100000000	3	11000203|11050005	100000000	6	11020001|11020002|11030001|11030401	1000000	1	11990110|12041108|12240002|11000501|12054300|12041103	2232	1	10310000	1000000	1	12052022|12052023|12052032|12052033|12052042|12052043|12052012|12052013|12052052|12052053	10000000	1	11000810	100000000	5	11000551	-1	-1	-1	-1	-1	-1
417	100000000	3	11000203|11050005	100000000	6	11020001|11020002|11030001|11030401	1000000	1	11990110|12041108|12240002|11000501|12054300|12041103	2232	1	10310000	1000000	1	12052172|12052173|12052402|12052403|12052412|12052413|12052422|12052423|12052452|12052453|12052462|12052463|12052072|12052073|12052062|12052063|12052082|12052083|12052432|12052433|12052442|12052443	10000000	1	11000810	100000000	5	11000551	-1	-1	-1	-1	-1	-1
#	60以下绿色BOSS																															
418	100000000	12	11000201|11050002	100000000	6	11020501|11030501|11030405	20000000	1	11990110|12041108|12240002|11000501|12054300|12041103	1000000	1	12050012	1566	1	10310023|10310005	12000000	1	11000302	10000000	1	11000810	100000000	5	11970021	100000000	5	11970018
#	60-80级绿色BOSS																															
419	100000000	12	11000202|11050003	100000000	6	11020501|11030501|11030405	20000000	1	11990110|12041108|12240002|11000501|12054300|12041103	100000000	5	11970021	100000000	5	11970018	1000000	1	12052022|12052023|12052032|12052033|12052042|12052043|12052012|12052013|12052052|12052053	1000000	1	12052522|12052582|12052562|12052642|12052512|12052502|12052712|12052692|12052672|12052162|12052622|12052112|12052092|12052142|12052122|12052492|12052472	10000000	1	11000810	75000000	1	12030143
